pair_id,run_id,label,tier,notes,task_mode,provider,model,prompt_level,part_id,family,reference_path,generated_path,reference_mesh_path,generated_mesh_path,fast_mode,sample_points,voxel_pitch_mm,grading_profile,pass_rate,quality_score_0_100,overall_pass,valid_cad_rate,alignment_quality_icp_fitness,alignment_inlier_rmse_mm,chamfer_distance_mm,edge_chamfer_mm,hausdorff_95p_mm,hausdorff_99p_mm,point_to_surface_mean_mm,point_to_surface_max_mm,volume_diff_percent,signed_volume_diff_percent,surface_area_diff_percent,bbox_error_max_mm,bbox_error_axis_x_mm,bbox_error_axis_y_mm,bbox_error_axis_z_mm,obb_error_max_mm,centroid_offset_mm,inertia_tensor_error,mass_properties_error,component_count_match,watertight_manifold_pass,self_intersection_count,euler_genus_match,void_hole_count_match,feature_count_match,critical_dimension_error_mm,tolerance_band_pass_rate,feature_edge_distance_mm,normal_consistency,normal_angle_error_deg,curvature_distribution_error,cross_section_iou,slice_contour_distance_mm,voxel_iou,occupancy_precision,occupancy_recall,occupancy_f1,emd_distance,silhouette_iou,render_ssim,render_lpips,registration_failure_rate,composite_weighted_score
ring_spacer_0049__L2__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L2,ring_spacer_0049,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0049.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0049__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0049__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.8849500394036,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.5791437726576475e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.08628858437303744,1.0,1.0,0.0,0.0,1.0
ring_spacer_0049__L3__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L3,ring_spacer_0049,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0049.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0049__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0049__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.8849500394036,False,1.0,1.0,0.0,0.0,1.850371707708594e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.838505287035109e-14,0.0,0.0,0.0,0.0,0.0,1.457133112945554e-16,7.24549394980482e-18,4.4807806617191414e-18,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.850371707708594e-17,1.0,2.5791437726576475e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.08628858437303744,1.0,1.0,0.0,0.0,1.0
ring_spacer_0058__L2__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L2,ring_spacer_0058,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0058.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0058__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0058__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003940302,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.6490232018600933e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0819057350837804,1.0,1.0,0.0,0.0,1.0
ring_spacer_0058__L3__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L3,ring_spacer_0058,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0058.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0058__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0058__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003940302,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776528041418067e-15,5.436384807239824e-16,2.846794075602806e-16,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.6490232018600933e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0819057350837804,1.0,1.0,0.0,0.0,1.0
ring_spacer_0067__L2__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L2,ring_spacer_0067,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0067.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0067__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0067__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003941428,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.1444546486510924e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07291265158509781,1.0,1.0,0.0,0.0,1.0
ring_spacer_0067__L3__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L3,ring_spacer_0067,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0067.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0067__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0067__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003941428,False,1.0,1.0,0.0,0.0,1.4538634846281813e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69276966078482e-17,1.3646756454305794e-16,6.852579788341243e-17,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.4538634846281813e-17,1.0,2.1444546486510924e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07291265158509781,1.0,1.0,0.0,0.0,1.0
ring_spacer_0076__L2__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L2,ring_spacer_0076,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0076.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0076__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0076__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003942847,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0022631418769936e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07075479057685623,1.0,1.0,0.0,0.0,1.0
ring_spacer_0076__L3__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L3,ring_spacer_0076,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0076.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0076__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0076__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003942847,False,1.0,1.0,0.0,0.0,8.8112938462314e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.256865372557969e-14,0.0,0.0,0.0,0.0,0.0,1.1243912446234476e-15,1.7231818693220436e-16,9.05503134991878e-17,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8.8112938462314e-18,1.0,2.0022631418769936e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07075479057685623,1.0,1.0,0.0,0.0,1.0
ring_spacer_0085__L2__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L2,ring_spacer_0085,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0085.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0085__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0085__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003940588,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.3362862112586103e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0860335870433958,1.0,1.0,0.0,0.0,1.0
ring_spacer_0085__L3__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L3,ring_spacer_0085,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0085.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0085__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0085__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003940588,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.804878382306197e-15,1.563200910508739e-16,8.533783396037867e-17,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.3362862112586103e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0860335870433958,1.0,1.0,0.0,0.0,1.0
ring_spacer_0094__L2__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L2,ring_spacer_0094,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0094.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0094__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0094__L2__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003946207,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0761315702041678e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.06910665001760573,1.0,1.0,0.0,0.0,1.0
ring_spacer_0094__L3__anthropic__claude-sonnet-4-20250514__r1,parametric_claude_sonnet_v1,positive,,,generate,anthropic,claude-sonnet-4-20250514,L3,ring_spacer_0094,ring_spacer,./benchmark_v1/references_parametric/ring_spacer_0094.step,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0094__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.step,,./.stepscore_harness_runs/parametric_claude_sonnet_v1/jobs/ring_spacer_0094__L3__anthropic__claude-sonnet-4-20250514__r1/attempt_01/generated.stl,True,10000,2.0,full_44,0.9772727272727273,90.88495003946207,False,1.0,1.0,0.0,0.0,1.497919953859338e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7864971341367754e-15,1.271277003910817e-18,5.856275659939522e-18,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.497919953859338e-17,1.0,1.0761315702041678e-07,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.06910665001760573,1.0,1.0,0.0,0.0,1.0
